,Adjective,Sentence,Noun
1002,"['LARGE', 'SKILLED', 'POSSIBLE']",India has a large workforce with skilled talent making it a possible candidate for trade,India
1003,"['JAPANESE', 'FOREIGN', 'CHINESE']",Japanese foreign investment has built Chinese infrastructure and outsourcing created jobs in China has been a trend for the last decade,China
1004,"['STRONG', 'FINANCIAL', 'CHINESE']",Japan has been a strong source of financial fund for Chinese growth,Japan
1005,"['COLLECTIVE', 'MILITARY', 'STRONG']",Collective security melt away under a military strong Germany and a policy of appeasement emerged,Germany
1006,"['MILITARY', 'WILLING', 'FORCIBLE']",Improvement in military technology made Americans more willing to goto war allowing the us military to become a forcible enemy at a distance,Americans
1007,"['UNWILLING', 'MILITARY', 'STRATEGIC']",Europe was unwilling to expand its military presence into strategic positions in soviet union,union
1008,"['AMERICAN', 'MILITARY', 'RUSSIAN', 'NUCLEAR']",American are concerned with with India and Pakistan military growth of the Russian threat for Europe and nuclear weapon threats from North and Pakistan,Pakistan
1009,"['INDEPENDANT', 'COMMON', 'EUROPEAN']",After the cold Europe was suppose to develop an independant military a common European defense capability independant of but the effort failed,Europe
1010,"['CENTRAL', 'HYPER', 'LOOSE', 'CONSERVATIVE', 'MONETARY']",The Central bank of Russia fueled hyper inflation due to loose conservative monetary policy,Russia
1011,"['ECONOMIC', 'RUSSIAN', 'CENTRAL']",Yeltsin could not escape the economic hyperinflation caused by the Russian central bank,Yeltsin
1012,"['RUSSIAN', 'UNCOMFORTABLE', 'SHOCKING', 'LIBERAL']",Russian is uncomfortable with NATO enlargement and us intervention in Europe calling the Cold a castrophe shocking liberal Europe,Europe
1013,"['CENTRAL', 'CONSTANT', 'INTERNATIONAL', 'LARGEST']",When central banks buy gold they are show support for the commodity as a constant a know and an international Russian the third largest in the is invested 40 percent in the euro and 27 percent in the dollar,Russian
1014,"['OTHER', 'DEMOCRATIC', 'ENORMOUS', 'MILITARY']",other nation has the qualities that America free market democratic form of government based on and an enormous military power,America
1015,"['IMPORTANT', 'CHINESE', 'MILITARY']",and Japan alliance is important to contain Chinese military dominance in the South Seas and Philippines,Philippines
1016,"['OTHER', 'NAVAL', 'INTERNATIONAL']",would happen if America reduced the burden of keeping trade routes open for free Would other groups sustain navies to keep trade routes China is trying to use it growing naval power to close international waters,China
1017,"['EUROPEAN', 'LOCAL', 'EXPORTABLE']",Europe spent all their resources on European factories produced and instead of local and exportable consumer goods,Europe
1018,"['RECKLESS', 'CAREFUL', 'LEGAL']",The hiring manager is trying to determine if the individual is financially reckless and a risk to the job applicants becoming the enemy to business Why interview a person that could bring suit Potential Employers must be very careful to avoid law suit due to hiring question violations therefore should they should have questions approved by legal before asking them,Employers
1019,"['PUBLIC', 'LARGE', 'DELIVERABLE', 'SMART']",Moguls and Wall Street Plundered Great American Newspapers and Techniques to Profit from Outstanding Trading papers must keep public respect to are the mouth piece of the production requires taking large reams of paper and producing hundreds of thousands of deliverable pieces of information each content writers are very smart and stick diversity has decreased and most communities only have one competition caused competitors to look for errors in reporting and the report against the errors,Trading
1020,"['CLOSER', 'CENTRAL', 'OFFSHORE']",is building closer ties with China central bank by increasing offshore yuan,China
1021,"['AFRAID', 'RAPID', 'SUDDEN', 'LARGE', 'FOREIGN']",China should not be afraid of unless it experience rapid deficit sudden drops in production large amounts of foreign debt and collapse of its tax base,China
1022,"['JAPANS', 'STRATEGIC', 'NATURAL', 'INDUSTRIAL']",Japans strategic goals are to decrease oil consumption and increase LNG and natural gas consumption while decrease green house gases and increasing industrial efficiency,house
1023,"['SFILENAME', 'PUBLIC', 'DOUBLE']",sTitle Line sFileName End Class Public chartValues As ArrayList New Public xOrigin As Double Public yOrigin As Double Public ScaleY As Public Xdivs As Double Public YDivs As Double Public Width As Public Height As Public Sub x As ByVal y As Dim oDatapoint As cDatapoint New oDatapoint,oDatapoint
1024,"['LARGE', 'PROTRUDING', 'SIZEABLE']",The Adena had a large round protruding and sizeable brow ridge,Adena
1025,"['CANAANITE', 'IMPETUOUS', 'RAPID']",He believed the script was The Canaanite translation is thou thou doest suppose thou shinest in thy impetuous clan and rapid and Maurice Schwab translation is grave of one who is assassinated here,Schwab
1026,"['CENTRAL', 'JAPANESE', 'FISCAL']",Has the Bank of the central bank managed to break the Japanese bond market with its fiscal As Japanese investors fear Wealth destruction they are buying US treasuries,Wealth
1027,"['EUROPEAN', 'JAPANESE', 'POSTAL']",Between 2001 and European money was fleeing to Japan seek safety in the yen and the Bank was borrow record levels of money from Japanese postal accounts,Japan
1028,"['DIRECT', 'MARKETABLE', 'NEGATIVE', 'DOWNWARD']",A sell off of direct investments in marketable and assets by the Japanese will put negative downward pressure on jobs in America,America
1029,"['CHINESE', 'LOWER', 'COMPETITIVE']",The subsidizing of Chinese manufacturer meant US companies must compete at lower profit margins to keep their product prices competitive with Chinese,Chinese
1030,"['CENTRAL', 'HIGHER', 'JAPANESE', 'OTHER', 'FINANCIAL']",Why do bond yields rise in Japan and US when the central banks buy Are the higher yields in the US and Japanese markets causing a rippling affect in other financial Or does the higher yields in the Japanese bond market directly affect the yields in the US,Japan
1031,"['DYNAMIC', 'STRONG', 'RIGHT']",proton twister is the dynamic structure driving the strong 2 up quarks 1 down quark bolgarino represent the Up quark and Down Quark connection Up quark down quark up quark the bolgarino charge is for the left side and for the right side a proto twist flow charge of,quark
1032,"['STABLE', 'TEMPERATE', 'EXTERNAL', 'GRAVITATIONAL']",Hexagonal Quark Lattice is the stable temperate where one up quark bonds with three down quarks with a external gravitational flow,Lattice
1033,"['LARGE', 'WHITE', 'SKILLED']",Florida would have had a large white populations of Nephites at one skilled in the use of Celts settled at the mouths of the Rivers of New North and Merrimac River in Southern New Hampshire,Hampshire
1034,"['CELTIC', 'TEUTONIC', 'PERSIAN']",The Celtic language is sister to the Teutonic languages and Old Persian and Sanskrit Parallel and Celtic,Parallel
1035,"['MEGALITHIC', 'PAGAN', 'ACCEPTABLE', 'UNABLE', 'MYSTIC']",megalithic structures of Portugal and Spain were found in New monuments to their sun worship religion Europe after the coming of Christianity the old pagan sun symbols were adopted to serve an acceptable function within the canons of the for the monks were unable to detach the people from their mystic worship of the retula,Christianity
1036,"['PTOLEMAIC', 'LIBYAN', 'GREEK', 'GREAT']",the Ptolemaic period Libyan seaman in the service of Greek Pharaoh the Great conquerer of settled parts of the Pacific,Pacific
1037,"['SGRAPHICSID', 'OBJBITMAP', 'GREENBRUSH']",End Function As sGraphicsId As sMemberId As iWidth As iHeight As As Dim objBitmap As Dim objGraphic As Dim greenBrush As New,iHeight
1038,"['SUPER', 'VISIBLE', 'ANCIENT']",The Triton is the super plasma archetype between the planets visible in the ancient skies,Triton
1039,"['TANGIBLE', 'CHINESE', 'ELECTRICAL']",China purchases of tangible assets will reduce Chinese owned Federal Reserve securities and increase the Chinese ability to build such as electrical and refrigeration,Reserve
1040,"['OTHER', 'STRONG', 'INDUSTRIAL', 'CHINESE']",On the other a strong Yuan will increase the imports of US products into China and help build industrial infrastructure and increase Chinese consumer spending,China
1041,"['CHEAPER', 'STRONG', 'ECONOMIC']",US products will appear cheaper and China will be to transform itself into a strong economic power,China
1042,"['JEWISH', 'KINDRED', 'PRIVATE', 'GREAT', 'MYSTERIOUS', 'PRODUCTIVE']",we remember the persecution of the the the and Do we remember the Jewish revolts against Alexander the and Do we feel a kindred history of and being driven from private owned did the Jewish people bring about the salvation of the Do we remember the great Jewish thinkers that explained the mysterious of the and America is the most productive nation because it has the most energy,America
1043,"['STRICT', 'JUDICIAL', 'LARGE', 'OVERBEARING', 'EXECUTIVE']",law is represented in the Constitution and given strict interpretative without Judicial large government and overbearing executive authority,Constitution
1044,"['MONETARY', 'EXPENSIVE', 'PETRODOLLAR', 'COMPETITIVE', 'BETTER']",Fed monetary policy started with blame focused on OPEC and its expensive oil in the 70s and OPEC profits soared and dollar surpluses accumulated as countries paid for the oil in reaching a peak of petrodollar recycling feed into the Euromarket arteries accelerating credit expansion velocity causing banks too over lend in competitive expectation of seeking profits against the better wisdom of the Euromarket flung the petrodollar credit lines at LDC lending over trillion,Euromarket
1045,"['SEVERE', 'CAPABLE', 'MASSIVE']",Who will be the lender of last resort for The European Central bank should be building up reserve currencies in the case of a severe emergency and be capable of a massive loan,Central
1046,"['RUSSIAN', 'MILITARY', 'LIKELY']",Russian military invention in favor of Armenia is likely if tensions flare,Armenia
1047,"['CHINESE', 'LOWER', 'COMPETITIVE']",The subsidizing of Chinese manufacturer meant US companies must compete at lower profit margins to keep their product prices competitive with Chinese,Chinese
1048,"['INTERESTED', 'CHEAP', 'OTHER']",the yen Bank of Japan will see more investors interested yen carry an arbitrage where cheap yen is borrowed and invested in high yield devices in other countries,Japan
1049,"['CLOSER', 'CENTRAL', 'OFFSHORE']",is building closer ties with China central bank by increasing offshore yuan,China
1050,"['MUNICIPAL', 'RISKY', 'EXTRAORDINARY']",Most cities in America do not have municipal bond debt that is risky or accumulated to extraordinary levels,America
1051,"['PUBLIC', 'HEAVY', 'FEDERAL', 'AVAILABLE']",Public union costs have burden California cities with heavy debt and federal support is not available,California
1052,"['CHINESE', 'FINANCIAL', 'TOTAL', 'LEAST']",Sovereign Wealth Funds together with Chinese financial institutions made total investments of at least,Funds
1053,"['CHINESE', 'BROADER', 'ASIAN']",Smith yuan appreciation may have no effect on increasing in Chinese imports or broader affect on asian appreciation,Smith
1054,"['DERIVATIVE', 'ECONOMIC', 'CORPORATE']",Morgan lost trillion in derivative positions betting on continue economic recovery tied to corporate bonds,Morgan
1055,"['PRIVATE', 'COMMERCIAL', 'DISTRESSED', 'RESIDENTIAL']",Private fund is coming from Hedge funds for commercial and distressed residential real estate purchases,Hedge
1056,"['BETTER', 'CHEAP', 'SMALL', 'DIFFERENT', 'DIRECT']",The rich get but do the poor get a better quality of If Tata will not attempt to help solve hungar and thirst in India and provide cheap financing for small who Who will help the small Empathy is different from direct impact,Empathy
1057,"['SMALL', 'LIKELY', 'VITAL']",Small businesses in India are more likely to provide the vital services the poor need,India
1058,"['WESTERN', 'FRIENDLY', 'FOREIGN']",Ratan seems to be a western friendly to foreign investment,Ratan
1059,"['PERFECT', 'PRONE', 'MARGINAL', 'UNCULTIVATED']",Jatropha flourishes in poorly irrigated land and is a perfect crop for wasteland and drought prone it grows on marginal and uncultivated land and does not compete with food crops,Jatropha
1060,"['INDIAN', 'FRESH', 'TOTAL']",About 30 Gangorti desalination plants along the coast of Orissa built and subsidized by the Indian government will provide the fresh at 3 million cubic at a total cost of,Orissa
1061,"['UNEQUAL', 'MAJOR', 'RURAL']",India suffers from unequal energy distribution with power cuts of 2 to 3 hours in major cities and in rural areas from 6 to 10 hours during the hot season,India
1062,"['OUTDATED', 'HYDROELECTRIC', 'SCANTY']",Outdated power moosoons to feed hydroelectric scanty maintenance low and high cost of generation per capita unit of power are barrier in India,India
1063,"['SEVERAL', 'GEOTHERMAL', 'THERMAL']",several geothermal providences in India produce 400 thermal springs,India
1064,"['SOUTHERN', 'INDIAN', 'EVENTUAL']",Streetview vehicles will photograph streets in the southern Indian city of Bangalore and the service will eventual cover the rest of the country,Bangalore
1065,"['THERMAL', 'UNDERGROUND', 'ASSOCIATED']",The project will include a thermal coalmine in the Galilee as well as four underground two surface mines and associated coal handling and processing facilities,Galilee
1066,"['GRAVITATIONAL', 'STELLAR', 'HEXAGONAL']",gravitational flow is created by the stellar hexagonal quark hexagonal quark lattice is hot temperature Thql,quark
1067,"['EXTERNAL', 'GRAVITATIONAL', 'UNIVERSAL', 'MEDIUM']",This leaves one Twister Flow to form the external gravitational flow of universal medium particles,Twister
1068,"['BIGGEST', 'LARGE', 'SMALLEST']",The whales are the biggest animals on Earth and they feed on large volumes of the smallest plankton in the Oceans,Oceans
1069,"['UNCERTAIN', 'SMALL', 'NUCLEAR']",Monitz is uncertain that small nuclear reactors will compete in the market place,Monitz
1070,"['READY', 'AMERICAN', 'SATISFACTORY']",Leahy and his comrades showed up ready to blame American oil companies for the high price of but the event as satisfactory as the Democrats had hoped,Democrats
1071,"['AMERICAN', 'NATIONAL', 'LARGER']",Access to resources is severely restricted in the United States and and the American oil industry must compete with national oil companies who are often much larger and have the support of their governments,States
1072,"['FOREIGN', 'OVERWHELMING', 'AMERICAN', 'CRUDE', 'AVERAGE', 'REGULAR', 'UNLEADED']",foreign companies and governments control the overwhelming majority of the most of the price you pay at the pump is the cost paid by the American oil company to acquire crude oil from someone the average price in the United States of a gallon of regular unleaded gasoline was around,States
1073,"['OUTER', 'CONTINENTAL', 'EASTERN', 'CONGRESSIONAL', 'SPECIFIC']",We have an outer continental shelf moratorium on the Atlantic an outer continental shelf moratorium on the Pacific an outer continental shelf moratorium on the eastern Gulf of congressional bans on oil and gas activities in specific areas of the Rockies and and even a congressional ban on doing an analysis of the resource potential for oil and gas in the Pacific and eastern Gulf of Mexico,Mexico
1074,"['SPECIFIC', 'FEDERAL', 'NATURAL']",Argonne National Laboratory did a report in 2004 that identified 40 specific federal policy areas that delay or restrict natural gas projects,Laboratory
1075,"['NATIONAL', 'PERSISTENT', 'SECURE', 'NATURAL']",Congress could provide national policy to reverse the persistent decline of domestically secure natural resource development,Congress
1076,"['OTHER', 'CRUDE', 'FAVORABLE']",If arbitrage between Brent and other crude oils is favorable for Brent is refined in the US,Brent
1077,"['ADVANCED', 'SMALLER', 'TOTAL', 'RADIOACTIVE']",The advanced fuels produce a smaller total radioactive inventory than Deterium Tritium and Deterium Deterium,Deterium
1078,"['CANADIAN', 'RENEWABLE', 'SOLAR']",HHV has signed a deal with Solar Source a Canadian renewable energy holding to establish a solar panel manufacturing plant,Source
1079,"['SOLAR', 'MUNICIPAL', 'LOCAL']",Nanosolar solar panels can be deployed in 2 to 20 megawatt municipal solar power plants that feed peak power directly into the local distribution,Nanosolar
1080,"['EXCLUSIVE', 'CURRENT', 'ELECTRIC']",EnerDel received exclusive rights for the supply of batteries for current and up and coming electric vehicles,EnerDel
1081,"['PRIMARY', 'CULTURED', 'HUMAN']",Studies conducted in vitro using primary or cultured human skin cells have shown that both SWCNT and carbon nanotubes can enter cells and cause release of oxidative and decreased viability et al,SWCNT
1082,"['ELECTRICAL', 'VIABLE', 'PHOTELECTROLYTIC']",a professor of electrical engineering at Penn State University has developed a viable photelectrolytic technology that splits water into hydrogen and oxygen using sunlight,University
1083,"['NATIONAL', 'EQUAL', 'NANOTUBE']",National Renewable Energy Laboratory achieved hydrogen density equal to of the nanotube weight,Laboratory
1084,"['CHINESE', 'INTERNAL', 'COMPETITIVE']",The Chinese traditions and practices are ranging from internal energy healing arts to the competitive gymnasts and divers of the Beijing Olympics,Olympics
1085,"['CHINESE', 'MILITARY', 'NECESSARY']",The Chinese military generals believe America resources are necessary for survive and taking those resource will be by force,America
1086,"['FINANCIAL', 'MILITARY', 'RUSSIAN']",Since end of World War the US has provided both financial aid and military security for to ward off Russian influence,World
1087,"['WORST', 'RUSSIAN', 'MILITARY']",The worst outcome for Europe would Russian police occupation and military submission,Europe
1088,"['MILITARY', 'SOVEREIGN', 'NATURAL']",think Russia wants to establish military and sovereign influence to create natural gas pipeline between the Black Sea into Western Europe,Europe
1089,"['PROFESSIONAL', 'MEDICAL', 'LEGAL']",India seeks to develop skill and talent in the service computer professional medical and legal servicess,India
1090,"['IMMATURE', 'FINANCIAL', 'MUTUAL', 'FOREIGN', 'INTELLECTUAL']",Weaknesses include immature financial systems mutual foreign weak links between Universities and and intellectual theft,Universities
1091,"['ANGRY', 'CORRUPT', 'AFRICAN']",Africa is angry about being exploited by the and Chinese and the corrupt African elites,Chinese
1092,"['FOREIGN', 'LARGE', 'INDUSTRIAL', 'MODERN']",Foreign aid to Africa is used to build large industrial cities with modern high rise buildings,Africa
1093,"['GREAT', 'DIRECT', 'UNLIKELY']",A great conflict or direct assault with North Korea is unlikely,Korea
1094,"['SMALL', 'ETHNIC', 'POLITICAL', 'INDUSTRIAL', 'MILITARY']",The World world has small ethnic differences that are amplified and polarized by political groups that have access to industrial and military resources of a nation,World
1095,"['SOUTHERN', 'INDIAN', 'EVENTUAL']",The Streetview vehicles will photograph streets in the southern Indian city of Bangalore and the service will eventual cover the rest of the country,Bangalore
1096,"['SOCIAL', 'COMPLEX', 'COGNITIVE']",Neocortex increased in cope with social and complex cognitive functions,Neocortex
1097,"['SUPER', 'PLASTIC', 'CAPABLE']",Autistic may have super plastic columns and capable of building a symphony,Autistic
1098,"['LARGE', 'YELLOW', 'WHITE', 'CHEAPER', 'AVAILABLE', 'DOMESTIC']",Large increases in prices for yellow corn meant there were places in Mexico where white corn was cheaper and white corn purchases surged creating a shortage of white corn available for domestic food markets,Mexico
1099,"['OTHER', 'CONVEX', 'MAGNETIC']",The Polywell is a wiffle ball trap of in other six convex magnetic fields that form a containment field,Polywell
1100,"['FINITE', 'ELECTRICAL', 'EQUAL']",finite electrical current can be extracted and the circuit battery is charged by vacuum energy equal to the Casimir force,Casimir
1101,"['SEVERAL', 'SQUARE', 'POSSIBLE']",Several Watts per square meter is expected possible,Watts
1102,"['CRUDE', 'DEEPEST', 'GIANT']",Tengiz produces barrels per day of crude oil and is the deepest giant field at feet deep,Tengiz
1103,"['ELECTRICAL', 'MEDICAL', 'INORGANIC', 'ORGANIC', 'OTHER']",Top Imports for electrical machinery mineral fuel power generation slag optics medical plastics and inorganic and organic iron and vehicles other than and copper articles,Imports
1104,"['POLITICAL', 'UNDERVALUED', 'UNFAIR']",The US political machinery looks at the undervalued yuan as an unfair trade advantage for China,China
1105,"['JAPANESE', 'GROSS', 'DOMESTIC']",The Japanese government cut increase government spending and borrowing and Japans debt to gross domestic product stands at almost 200 percent,Japans
1106,"['LATEST', 'JAPANESE', 'FIRST']",to latest China purchase billion worth of Japanese bonds in the first six months of 2010,China
1107,"['SMALL', 'MEDIUM', 'PROFITABLE']",Grants are helping small to medium size business in Africa become more profitable,Africa
1108,"['CONGOLESE', 'FOREIGN', 'ENTIRE']",The Congolese government and foreign investors want to dam the entire Congo river,Congo
1109,"['COMPLEX', 'PREDICTABLE', 'PROBABLE']",The rate suggests that a complex math equation governs Japans interest rate policy making a rate increase predictable and probable,Japans
1110,"['MAYAN', 'TAOIST', 'SIMILAR']",Empires do not last because people can not tolerate the oppression long Mayan and Taoist temple of Candi Sukah is strikingly similar to the Mayan temple of Tikal,Tikal
1111,"['SIOUX', 'SIMILAR', 'HEBREW']",Sioux people were Danites from Ireland and Scandinavia name means similar to the Hebrew word moqui,Scandinavia
1112,"['GREEK', 'SPARTAN', 'VERNAL', 'PORTUGUESE']",Greek Spartan pictographs were found in vernal Utah Melungeons were Portuguese migrates into Tennessee during the moor wars 987 Cuchulainn leaves Ireland for America,America
1113,"['PAVED', 'GRAND', 'BROAD']",There are paved grand huge altar like formations broad plazas and structures that resemble pylons at Yonaguni,Yonaguni
1114,"['IMPRESSIVE', 'BLACK', 'SWEET']",Meso America had an impressive array of plants to harvest black and navy squash and sweet chili cacao and potato,America
1115,"['GREATEST', 'OLMEC', 'ARCHEOLOGICAL']",La Venta is the greatest Olmec archeological discovery,Venta
1116,"['VALLIANT', 'STRANGE', 'ORIENTAL']",Valliant of Harvard recognize the strange oriental style in the werejaguar collection,Harvard
1117,"['NORDIC', 'LEAST', 'OLMEC']",Thor Heyerdahl claimed Nordic ancestry for at least some of the Olmec leadership,Heyerdahl
1118,"['ADOBE', 'FORMER', 'CEREMONIAL', 'OTHER', 'CENTRAL', 'SPANISH', 'HEBREW', 'BEARDED']",Time BC Teotihuacan is settle by Indian BC Nomad Hunters wander in and out of AD Teotihuacan farmers build two adobe AD Teotihuacan farmers and nomads begin to live AD Farmers and former nomads become the AD Toltecs make Teotihuacan their ceremonial AD Teotihuacan is rocked by attacks and AD toltecs abandon AD Toltecs spread into other AD Toltecs establish Tula as their new AD Toltecs are absorbed by the AD Chchimecs rule the Valley of AD Aztecs invade the Valley of AD Aztecs emerge as the dominate AD Aztec rule the Valley of AD Spanish invade central AD Spanish and Indian Cultures AD Spanish conquer central Tolteca of 500 BC there existed a Hebrew bearded people living in North who subsequently disappeared,North
1119,"['HEBREW', 'MIGHTY', 'MAYAN']",The Hebrew word Elohym means mighty ones one whom one Mayan word Elahic is prayer or supplication to the Mighty our Heavenly Father,Father
1120,"['SLEEVED', 'DIVERSE', 'WHITE', 'SKINNED', 'EARLY', 'TOLTEC']",The bones were wrapped in the coat of many PISOM PAS sleeved tunic of diverse AM KAH PISCOM PAS AM KAH SACROWACH were the white skinned ruling class of the were the early Toltec or Teotihuacan Hebrews,Hebrews
1121,"['CARTHAGIAN', 'NUMEROUS', 'THIRD', 'OTHER']",Carthagian numerous Phoenician Carthagians planned on an exodus to if their country fell to Rome at the end of the third punic war in 146 Carthagians had 300 cities in Libya and people in other cities,Libya
1122,"['MAYAN', 'ISRAELITE', 'EGYPTIAN']",Mayan city Chichen Itza references the Israelite exodus from Egyptian slavery,Chichen
1123,"['GLOBAL', 'ECONOMIC', 'FINANCIAL']",global economic slow down will affect db because it financial dealings are Bonds and ETF bond,Bonds
1124,"['MUNICIPAL', 'RISKY', 'EXTRAORDINARY']",Most cities in America do not have municipal bond debt that is risky or accumulated to extraordinary levels,America
1125,"['PUBLIC', 'HEAVY', 'FEDERAL', 'AVAILABLE']",Public union costs have burden California cities with heavy debt and federal support is not available,California
1126,"['MAJOR', 'NATURAL', 'DEPENDANT']",is a major natural gas exporter to and Slovakia are completely dependant on Russia for NG supplies,Russia
1127,"['CENTRALIZED', 'NATIONAL', 'PRIVATE']",Spain built a highly centralized national system of hospitals and clinics rather than focus on insurance payments to private institutions,Spain
1128,"['CHRONIC', 'ADEQUATE', 'PRIMARY']",Spanish NHS lacks chronic care adequate primary care nursing and services across the nation,Spanish
1129,"['EQUAL', 'OTHER', 'EUROPEAN']",to stop Bond purchases for Eurozone European Central Bank pledged to accept equal amounts of interest bearing depositions verses bonds bought from Greece and other European debt,Greece
1130,"['GREEK', 'OLDER', 'GERMAN']",In Greek official expanded the plan to modernize three older submarines receiving help from the German companies Ferrostaal and Werft,Werft
1131,"['AWARE', 'SPANISH', 'FINANCIAL']",the Financial Minister of Spain hope the ECB will be aware of the needs of the Spanish financial,Spain
1132,"['PUBLIC', 'GROSS', 'DOMESTIC']",Stability and Growth Stability and growth pact countries many not run public deficits above three percent of gross domestic product or have debts above 60 percent of GDP,Stability
1133,"['CERTAIN', 'BEARISH', 'PRIVATE', 'SHORT']",Germany moved to ban certain kinds of bearish trades against stocks and limiting Hedge fund and private short sales,Hedge
1134,"['DESPERATE', 'SOVEREIGN', 'CORPORATE']",A desperate measure that does not address the European Central Banks has responded with a billion fund to purchase sovereign government and corporate bond debt from and Spain,Spain
1135,"['JOINT', 'FINANCIAL', 'EASIER']",Merkel believes a joint financial bailout involving the IMF will be easier to sell to the voters,Merkel
1136,"['EXCESSIVE', 'UNDERFUNDED', 'PUBLIC']",Greece problems include excessive government debt and problems with underfunded state and cuts in jobs and pay for public sector employees,Greece
1137,"['CATALYTIC', 'TUBULAR', 'FLUIDIZED']",Resasco pioneered a cobalt molybdenum catalytic procedure known as CoMoCat pure carbon monoxide flows through suspended cobalt and molybdenum catalyst particles in a device called a tubular fluidized bed reactor,CoMoCat
1138,"['AMERICAN', 'SAUDI', 'RESPONSIBLE']",Saudi said it will sell off hundreds of billions of American assets if Saudi government is held responsible fro attacks,Saudi
1139,"['SAUDI', 'ROYAL', 'LIABLE']",Families of victims are trying to use the US court systems to hold member so the Saudi royal Saudi and charities liable for saudi financed terrorism,saudi
1140,"['SOVEREIGN', 'FINANCIAL', 'INDUSTRIAL']",Saudi will use the sovereign wealth fund to buy financial and industrial assets abroad,Saudi
1141,"['ISRAELI', 'ROBUST', 'STABLE']",Israeli Stock market has rose in two years and from 2009 to fueled by a robust stable and rich banking and high productivity rates,Stock
1142,"['ISRAELI', 'EGYPTIAN', 'INOPERABLE']",June Israeli Air force flew over the Mediterranean to Egypt avoiding radar 300 Egyptian aircraft were destroyed and runways rendered inoperable,Egypt
1143,"['EUROPEAN', 'COMMUNIST', 'LARGE', 'ILLEGAL']",Syria is confronted with the European communist dilemma of a large and growing illegal,Syria
1144,"['UNILATERAL', 'IRANIAN', 'NUCLEAR']",Israel has announce it might take unilateral action if Iranian plans to build nuclear weapons,Israel
1145,"['KINDRED', 'JUDEO', 'CHRISTIAN']",America supports Israel as a kindred Judeo Christian nation,Israel
1146,"['AMERICAN', 'SAUDI', 'RESPONSIBLE']",Saudi said it will sell off hundreds of billions of American assets if Saudi government is held responsible fro attacks,Saudi
1147,"['SAUDI', 'ROYAL', 'LIABLE']",Families of victims are trying to use the US court systems to hold member so the Saudi royal Saudi and charities liable for saudi financed terrorism,saudi
1148,"['SOVEREIGN', 'FINANCIAL', 'INDUSTRIAL']",Saudi will use the sovereign wealth fund to buy financial and industrial assets abroad,Saudi
1149,"['RIGHT', 'UPPER', 'INSIDE']",round kick spinning hook kick and left and right upper cut and right snap kick and left spinning backfist and left spinning hook kick and reverse spinning right back fast and right jumping back knuckle to the chin and right snap kick and right inside crescent kick and spinning left backfist and left hook backfist and right wheel kick high and right hook kick Kick and Round cut and snap inside crescent kick and back fist slide and hook fist and hook kick and round kick,Round
1150,"['RIGHT', 'FRONT', 'ROUND']",and Right tiger claw and left palm right front snap kick without touching down right wheel kick and left spinning heel kick and right jumping round kick and left jumping spinning crescent side kick and jumping left back snap kick and wheel kick high and left spinning hook kick and jumping right round kick and jumping outside crescent,Right
1151,"['NUCLEAR', 'DIRECT', 'FIRST']",should never possess nuclear weapons because it would represent a direct threat to Israel and Saudi Arabia from first strike,Arabia
1152,"['LARGE', 'EXTERNAL', 'SUPERHOT', 'SOLAR']",existence of UV light at large distances above the Betelgeuse fits an external power source like that producing the superhot solar corona,Betelgeuse
1153,"['UNDERGROUND', 'CONSTITUTIONAL', 'ASSYRIAN', 'ABOUT']",There are underground facilities beneath the Denver International Airport with a railway connected to the Cheyenne Mountain Events to consider Part Spirit of the Lord enlightens our eyes of understanding otherwise the events predicted by the prophets go are four prophecies relating to our constitutional the strengthen of the remnant of the Assyrian kings attack of Jerusalem and 13 month war is about to start,Jerusalem
1154,"['REASONABLE', 'SURPLUS', 'PUBLIC']",Congress to pay every man a reasonable price for his slaves out of the surplus revenue arising from the sale of public and from the deduction of pay from the Member so Congress,Congress
1155,"['EXCITED', 'FIRST', 'GREAT']",Joseph was excited to tell his clergy friend about the first vision and fully expected the event to be as a great breakthrough,Joseph
1156,"['MODERN', 'FOOLISH', 'ABOUT']",in the decree that modern revelation is Isaiah the of God are foolish to yet a work and wonder is about to come forth,Isaiah
1157,"['SOVEREIGN', 'HEAVY', 'EXPENSIVE', 'MILITARY']",We face with sovereign countries on the verge of governments shutting down because of lacking funds to currency warfare causing dollar stock and bond market crashes due to and high unemployment due to heavy taxation and regulation expensive food and services cost due to military conflicts in and Syria,Syria
1158,"['GREAT', 'ABOMINABLE', 'PLAIN', 'PRECIOUS']",Nephi taught the great and abominable whose head was the devil removed the plain and precious things during the apostasy,Nephi
1159,"['SEVERE', 'WICKED', 'UNPUNISHED']",82 percent of Missouri is severe the Book of wicked will not go unpunished,Missouri
